id,date,description,min_qual,pref_qual,functions,responsibilities
62,2/12/2016,"San Diego State University Library & Information Access seeks applications and nominations of dynamic, innovative, and service-oriented candidates for the position of Digital Humanities Librarian. This is an exciting opportunity for a forward-thinking individual to collaborate withSDSU's Digital Humanities Initiative to envision and develop digital scholarship services at SDSU. This position will help build on one of SDSU's Areas of Excellence, “Digital Humanities and Global Diversity,” which generates humanistic critical research with a specific focus on diversity. This position is appointed at the Senior Assistant Librarian or Associate Librarian rank, depending on qualifications.","- ALA-accredited master's degree or equivalent foreign degree. - A minimum of 3 years' experience in an academic or research library, or related area of digital scholarship or digital humanities. - Successful experience in developing, introducing and ",- Active involvement in professional development activities with a record of scholarly contributions and achievements in the profession (required qualification for an appointment to Associate Librarian). - Experience as a library liaison to a humanities o,,- Serve as a strategist and resource person for the library on digital scholarship and collaborate with cross-disciplinary faculty in the “Digital Humanities and Global Diversity” Area of Excellence; - Plan and implement new services to support digita
63,2/16/2016,"The Lafayette College Library invites applications for the new position of Assistant Director of Digital Scholarship Services (DSS). The successful candidate will be adaptable to changing technologies, excited to take on new challenges, and interested in helping to build a new model for digital humanities within the liberal arts context.","* Advanced degree in relevant discipline * 2-3 years of project management experience * Demonstrated proficiency in one or more areas of DH (e.g. text mining, data visualization, mapping etc.) * Post-secondary teaching experience",,,"In support of our holistic approach to digital scholarship from classroom to large-scale research projects, the Assistant Director, in collaboration with a research and instruction librarian colleague, will be the driver of student engagement and integration of DH methods into the curriculum. S/he will work alongside the DSS director, who leads development of digital library infrastructure, implementation of long-term faculty research projects, and library digitization efforts. The Director and Assistant Director will work together with librarians from the departments of Research and Instruction and Special Collections to develop strategic goals for digital scholarship and to advance the community of digital practitioners on campus. The Assistant Director will play a critical role on the Library's DSS team in connecting diverse stakeholders across campus including developers, faculty, librarians, and students. Responsibilities include outreach programs such as public presentations, workshops, the recruitment of outside speakers, publicity for existing projects and initiatives, and the identification of potential long-term projects for DSS development. Other responsibilities include co-directing student internships and facilitating student research projects; helping faculty and students articulate project requirements; and managing cloud-based DH tools in support of these goals. We seek applicants with a commitment to the mission and ethos of the academic library community. In accordance with Lafayette Library's extensive involvement with professional and scholarly organizations, programs, and initiatives (e.g. DLF, CNI, DuraSpace), applicants should have a strong interest in active participation on a national level. Main Responsibilities * Project management * Digital project consultation and development * Strategic planning * Direction of student research projects * Maintain active knowledge of current DH methods and tools * Facilitate workshops and presentations * Coordinate communication and outreach including web content writing and social media * Foster the community of DH practitioners on campus * Connect digital projects with the teaching and research mission of the library"
64,2/18/2016,"The Library & Information Technology Services (LITS) department of Bryn Mawr College seeks a creative and innovative individual to serve in the new position of Digital Scholarship Specialist. The Digital Scholarship Specialist will work with faculty, students, and staff in the exploration, implementation, and assessment of multimodal digital scholarship. Key to the position will be exploration into existing and new technologies to support scholarly inquiry across academic disciplines and at all levels from undergraduates to graduate students to faculty. Based in the Library Research and Instructional Services Department, the Digital Scholarship Specialist will provide vision and leadership toward the creation of a suite of consultation services by coordinating the expertise of LITS staff members, in particular in Research & Instructional Services, Special Collections, Educational Technology Services, and Web Services. The successful candidate will also work closely with colleagues at Haverford and Swarthmore Colleges (the Tri-College community). In addition to the virtual digital scholarship center created through this coordination, the position also offers the opportunity to shape a physical service center in support of digital scholarship from the new Digital Media and Collaboration Lab in Carpenter Library.","Master's degree with experience in digital humanities/scholarship Record of innovation and creativity with digital scholarship in an academic environment, including deep knowledge of current and emerging trends, issues, and best practices Technical aptitude; ability to evaluate, select, and implement digital scholarship tools and ability to teach them effectively and to communicate complex issues to a diverse audience. Demonstrated ability to communicate and collaborate with faculty, staff, and students in a diverse and collegial environment Familiarity with best practices around digital preservation and accessibility in relation to digital scholarship. Demonstrated familiarity with current issues in scholarly communications Project management skills, including ability to work effectively under tight deadlines. Excellent oral and written communication skills","Ph.D. in a humanities or social science discipline with experience in digital humanities, digital scholarship, and/or new media Proven record of teaching at the college or university level Project and project portfolio management experience Grant-writing experience",,"Build partnerships with colleagues, students, and faculty to incorporate technology into research activities and to enable digital scholarship production and communication practices across departments and disciplines. Create and maintain a catalogue of digital scholarship services by bringing together colleagues from across LITS departments In collaboration with LITS and Tri-College colleagues, participate in regular review and evaluation of relevant platforms and tools Maintain current awareness of digital scholarship methodologies and tools. Promote awareness of trends, tools, and opportunities through regular communications and through development of educational programs; develop web-based instructional materials and research guides Develop regular practices and policies for review, assessment, and curation of digital scholarship projects Facilitate the use of primary source materials in the College collections in the creation of digital projects, including partnerships with Special Collections colleagues on projects under the umbrella of the Albert M. Greenfield Digital Center for the History of Women's Education Serve as an advisor and mentor to students doing independent digital projects through Praxis courses, internships, and other programs Hire, oversee, and mentor student assistants Develop student fellowships for specialized work in digital scholarship Investigate and share information on funding opportunities and participate in grant-writing and grants administration in support of the Bryn Mawr digital scholarship program Participate in LITS and Tri-College activities and maintain active participation in the profession at the regional and national level. Perform other duties as assigned by supervisor"
65,2/18/2016,,"* One of the following: M.S., M.L.S., or M.A. * Proficiency in an academic discipline. * Demonstrated experience in project management and facilitation of teamwork. * Demonstrated knowledge of Web development using PHP, HTML, CSS, and Javascript, and familiarity with content management systems such as Omeka, Wordpress, and Drupal * Demonstrated experience with Python programming language and Django web framework or capacity to acquire these skills quickly. * Demonstrated knowledge of GIS technologies and web mapping platforms * Demonstrated experience with digital asset management (DAM) systems (i.e. CONTENTdm, EmbARK Collection Manager, DSpace, and/or alternative), programming and other relevant skills. * Working knowledge of most common library metadata formats * Demonstrates knowledge of key issues related to information access and management * Demonstrated knowledge of databases and data structures * Knowledge of current and emerging technologies in digital and Web-based library services * Demonstrated experience in project management. * Strong analytical skills; strong understanding of research methods. * Experience with library technology, reference, instruction, and outreach services. * Background in, knowledge of, and a record of achievement with digital scholarship and services. Demonstrated knowledge of emerging trends in digital scholarship. * Self-directed and collaborative. Goal-oriented.","* Experience with system administration and web servers. Experience developing and troubleshooting applications using scripting, programming and database languages. * Intermediate to advanced knowledge of Web-related markup languages, features, and protocols including HTML, CSS, PHP etc. * Dual advanced degrees ,M.A. and M.L.S.; M.L.S. and M.A., or Ph.D.",,"Creatively engages in support of faculty and students involved in digital scholarship. Participates in the development of digital projects and collections by providing a full range of reference, instruction, and collection development/management, preservation, and metadata services for all areas of digital scholarship.. Supports and serves as a resource to colleagues in developing digital projects. Contributes to and supports the digital and online presence of the Library through the investigation, implementation and enhancement of tools that assist with research, instruction and scholarship. Participates in Web-development team. Actively participates in and contributes to the Tri-College Group. Reports to Coordinator for Digital Scholarship and Services. * Provides strong reference services and support of faculty and students in the area of digital scholarship. * Partners with faculty, students, and library staff on digital scholarship projects in all stages including design, proposal, development, maintenance, and preservation. * Leads instruction of workshops for digital scholarship tools and methods for faculty, students, and library staff. * Coordinates with Information Technology staff to maintain virtual server infrastructure and planning for future needs. * Ensures adherence to best practices for digital project development, preservation, accessibility, copyright, open access. * Supports the integration of metadata across a variety of library and archive applications following standards and the rules for description of digital objects. * Develops, implements and test potential tools in the digital humanities and digital scholarship. * Coordinates instruction and development of curriculum for Digital Scholarship Fellows program * Provides leadership for the development and integration of technologies to enhance the library's research and instruction services. * Hires and manages student workers during academic year and for summer project period. * Evaluates feasibility of proposed projects and initiatives within the local environment; ensures that assessment plans are developed as part of any new initiatives. * Engages in assessment of user behavior and needs related to digital scholarship. * Manages content for Digital Scholarship section of the library website. * Participates in ongoing digital repository work of the College and the Tri-College. * Advises on library policy issues raised by digital resources such as copyright policy, intellectual freedom issues, fair use, e-privacy concerns or censorship of Internet content. * Participates in development of Tri-College technology projects and working groups. * Remains current with advances in information technology's impact on libraries and digital scholarship. Actively contributes to the profession. * Familiarity with academic and scholarly research practices. * Demonstrates initiative in developing projects."
66,2/23/2016,"The Digital Scholarship Librarian (DSL) provides strategic direction for the University of Minnesota Libraries in developing and sustaining new models of support for digital scholarship, primarily through coordination of the Digital Arts Sciences & Humanities (DASH) initiative. The DSL guides campus scholars on the integration of digital technologies and methodologies in research and teaching, including developing workshops and other events and overseeing development and execution of specific digital scholarship projects. The DSL facilitates a DASH operations cooperative composed of members from multiple campus units, including Liberal Arts Technologies & Innovation Services (LATIS) in the College of Liberal Arts, and manages an overall portfolio of projects. The Digital Scholarship Librarian has responsibility for shaping additional partnerships in support of the DASH initiative. The DSL works in close collaboration with liaison librarians, special collections curators and archivists, program leads on data curation and publishing services, staff in LATIS, and other campus units.","* American Library Association accredited Master's degree in Library/Information Science OR equivalent combination of advanced degree (e.g., PhD in a humanities discipline) and relevant experience. * Demonstrated research and/or teaching experience with current technologies and applications used in digital scholarship * Familiarity with the current state of Digital Humanities within the academy * Recent project management and/or design process experience * Excellent interpersonal, presentation, facilitation, and communication skills * Proven ability to work successfully with diverse populations and demonstrated commitment to fostering diversity and inclusion","* Experience with digital humanities technologies, such as web development (HTML, CSS, PHP, JavaScript), text mining, GIS, visualization tools, Omeka, WordPress, and programming (Python, Java) * Demonstrated expertise with data management and data curation techniques for a variety of digital media (text, code, images, music, etc.) * Demonstrated familiarity with multiple data structures (relational databases, XML, and RDF) * Understanding of new forms of digital scholarly publishing, including multimodal and interactive publications * Successful grant-writing experience",,"Reporting to the Director for Arts & Humanities, the Digital Scholarship Librarian collaborates with Libraries staff and a diverse community of campus partners to provide a suite of consultative and educational services that advance innovative and interdisciplinary work on campus, and has direct responsibility to: Develop service partnerships and manage collaborative practices * Develop proposals to implement a robust, distributed service model with campus partners, managed through partner agreements and enhanced through regular communication. Oversee implementation and evolution of the service model. * Coordinate and participate in the efforts of a distributed cohort of liaison librarians, curators, academic technologists, and others to provide consultation services, implement education programs, and develop projects. * Develop and manage a process to solicit and evaluate project and program proposals. Direct development of project plans and project teams, negotiate for resources with managers in libraries and other campus units, and supervise project management processes. * Participate in or direct development of grant proposals to support particular projects and initiatives, both within and outside the Libraries. Provide clear pathways to guidance and support for university faculty, staff, and students engaging in digital scholarship projects and technology-enhanced learning * Develop and maintain a clear and robust web presence related to DASH, featuring defined tools, project showcases, guidance for project initiation, and other recommendations. * Market and promote DASH services to raise scholars' awareness of available programs and resources. * Partner with campus scholars to integrate new technologies and methodologies with traditional resources and approaches in the areas of research and teaching, through education, referrals, consultations, and other programmatic efforts. * Engage in faculty development to increase facility with DASH methodologies through programming and consultations. * Develop and facilitate events and educational programs that offer the opportunity to deepen knowledge of DASH methods and engage with colleagues from across campus. Develop next generation researchers * Actively engage with a diverse community of faculty and graduate teaching assistants as partners in programmatically integrating DASH concepts and skills into the curriculum; * Assess campus education needs related to DASH and coordinating the development and execution of in-person and online training. * Engage with graduate students and graduate program leads from diverse communities and cultures on such topics as DASH methods & tools, data management practices, emerging scholarly products, alt-ac careers. Position the University Libraries for innovation and opportunity * Attend to and explore emerging tools and scholarly practices. * Articulate service value and outcomes through metrics and other indicators. * Evaluate existing and emerging technologies in support of digital scholarship and make recommendations for development or adoption, in keeping with campus infrastructure priorities. * Develop and facilitate ongoing professional development opportunities to enhance DASH knowledge among service partners. * Contribute to the knowledge base of the profession through research, publication, and professional engagement."
67,2/24/2016,"Help us build the 21st century library-the heart of research and teaching at this remarkable institution. The new university strategic plan released in November features the library. Join us to turn the plan from an aspiration into a reality. Carnegie Mellon University Libraries has multiple openings for Liaison Librarians and Specialists. We are looking for individuals eager to engage deeply with faculty, researchers, and students in the domains of business & economics, digital humanities, psychology, biology, chemistry, computer science, robotics, engineering, and philosophy. Liaison Librarians may be assigned responsibility for several departments or specialized areas (e.g. data management, bibliometrics) based on discipline knowledge and background.","* MLS/MLIS from an ALA-accredited institution or academic course work and/or significant related experience or advanced degree in the disciplines listed in the second paragraph. * Understanding of: * Data management planning * Current issues in scholarly communication * Emerging technologies, tools, and trends in digital research, scholarship and with the use of technology in teaching in higher education * Familiarity with the use of data in research and teaching * Excellent organizational, communication, and presentation skills * Strong interpersonal skills with the ability to effectively interact with diverse groups including colleagues, faculty, students, and administrators in collaborative team environments * Demonstrated ability to work independently or as part of a team.","*  A Ph.D. or a graduate degree in a relevant discipline.  * Experience providing research support in an academic library setting. * Knowledge of the issues surrounding scholarly communications and data management planning. * Experience with HTML, CSS, Javascript, PHP, Python, etc. * Experience with GIS, statistical software, or other specialized data processing and data production applications",,"Carnegie Mellon is especially interested in candidates who can contribute to the diversity and excellence of the academic community through their research, teaching and/or service, and have a demonstrated record in working with international and under-represented minority students. Liaison Librarians and Specialists focus on the teaching, learning, and research needs of faculty and students through deep engagement with constituents in assigned disciplines, fields, and programs. Liaison and Specialist responsibilities include but are not limited to: * Cultivation of new models of engagement by partnering with faculty, staff and students to create value-added services, resources and programs. * Data management consultation and research data services. * Instruction offered in classes and in library workshops. * Creation of research and resource guides, including LibGuides on specific topics and for classes as needed. * Participation on research teams. * Promotion of bibliometrics tools and services. * Selection of resources supporting curricular priorities and research needs. * Subject specific reference and research consultations and general reference queries. * Support for the research and publishing life cycle through promotion of the institutional repository and scholarly communication including open access. Each Librarian and Specialist is responsible for maintaining a current knowledge of librarianship and discipline knowledge relevant to assigned departments, programs, centers, and schools. Furthermore every Librarian/Specialist is expected to develop a record of research and scholarship related to librarianship or to relevant aspects of the information landscape of their disciplinary expertise. The incumbent participates in governance and projects through various committees and working groups as assigned or elected."
68,2/25/2016,,", Master's degree from an ALA accredited library school , Minimum of two years of professional experience in an academic library. , Experience providing Reference and Instruction services in person, via telephone, via text and chat services, and via email , Current knowledge of digital trends and platforms for academic libraries , Proficiency with statistical software applications, such as Excel , Broad familiarity with reference literature in a wide variety of disciplines including major print and electronic sources and databases , Familiar with the major metro New York library consortia and research collections; experience searching WorldCat as a referral tool , Experience creating and maintaining web based content management tools such as LibGuides , Comfortable developing content for web pages , Comfortable evaluating the usability and functionality of library sources , Experience assisting all levels of researchers including undergraduate, graduate, faculty, alumni, and freelancers , Familiar with online research repositories, digital collections, and open access archival materials",,,", Under the direction of the Head of Reference and Information Services, this librarian provides critical support to the research and learning community of Fordham University , Helps develop in the libraries the creation and curation of a dynamic program that addresses the growing demand for digital arts and humanities support across the three campuses , Collaborates with library staff and campus stakeholders to integrate digital resources, methodologies, technologies, and analytical tools in the humanities disciplines , Works with faculty and librarians to incorporate digitized and born-digital resources into humanities research and teaching activities , Provides instruction, as needed on digital tools and methodologies to support digital humanities research , Coordinates information about digital arts and humanities scholarship on three campuses in order to connect scholars across the disciplines and facilitate collaboration , Provides in person, telephone, email, text, and chat research support , Creates and delivers library instruction sessions , Participates in library-wide assessment programs and strategies , Assists in library collection development initiative , Assists in the creation and maintenance of web based content management tools , Provides outreach to academic departments and programs , Collaborates with individuals throughout the university to promote and facilitate the use of library resources and services , Supervise the library support staff and student assistants"
69,3/8/2016,"The Pennsylvania State University Libraries are currently seeking a Digital Humanities Design Consultant who is a creative researcher interested in exploring an “alternative academic” career and in expanding the modes of humanistic research through emerging and existing technologies.  The person in this position will be a critical part of initiating services and programs in support of the digital humanities at Penn State, and will work as an intellectual partner with faculty, students and staff in the College of the Liberal Arts.  The successful candidate will be able to work effectively between the boundaries of various humanities disciplines to help Penn State develop its digital humanities research programs.  He or she will collaborate effectively and translate ideas and concepts between diverse audiences to enable the creation of new knowledge and will have fluency with a variety of technologies and direct experience in bringing technology to bear on research and teaching.   This is a fixed-term (multi-year), non-tenure track, 2-year appointment based in the Publishing and Curation Services department within the University Libraries and carries the rank of Assistant Librarian.   This position reports to the Digital Content Strategist, but will be jointly funded by the College of the Liberal Arts. ","Requires an advanced degree in a humanities field; demonstrated proficiency/fluency with one or more technologies commonly used in digital humanities projects, such as database design and development, XML-encoding, GIS; experience deploying information technology tools/services in his or her own research; excellent communication skills; and a strong service orientation.",a PhD in a humanities field and a record of professional presentations and/or publications.,,"The Digital Humanities Design Consultant will be hired as part of The Humanities in a Digital Age initiative (HDA). HDA is intended to enrich and promote rigorous cross-disciplinary humanities scholarship and research, to open new opportunities for high caliber graduate placements in the humanities, and to enrich the undergraduate experience by providing undergraduate students access to and support for cutting-edge humanities research. This initiative will help develop new services to support digitally enriched scholarship by graduate students and faculty in a wider range of fields. Working together, the Libraries and the College of Liberal Arts intend to build a community of practice for the digital humanities at Penn State through programming, services, and research collaborations. The consultant will be encouraged to conduct/continue their own research. He or she will participate in national and/or international initiatives or professional activities which promote the development of a shared humanities research infrastructure. Responsibilities: ? Work directly with researchers to provide project definition and analysis, such as project scope, requirements, specifications and/or design. ? Evaluate existing tools and technologies, and investigates emerging technologies to identify potential uses in humanities research. ? Prototype demonstration projects and/or implements tools for use by others. ? Collaborate with colleagues in the Libraries, Liberal Arts, and Information Technology Services to help ensure harmony among various technology infrastructures and needs. ? Provide limited technical support for digital humanities research projects, including implementation of tools, technology, etc. to help researcher achieve goals. ? Provide training, group instruction or workshops."
70,3/15/2016,,"This position requires a Master's Degree in Library Science from an ALA-accredited institution. The Digital Scholarship Librarian role requires at least two years of directly related experience. The Senior Digital Scholarship Librarian role requires a minimum of five years of directly related experience. * Demonstrated experience in the application of digital scholarship methods and technologies to investigate research questions, including but not limited to visualization, mapping, statistical analysis, text mining and encoding, and other computational methods. * Practical knowledge of and experience with a range of tools for the analysis and display of information, such as online exhibit tools, social media, scanning / OCR, data visualization, geospatial analysis, encoding and text mining, programming and scripting languages, format conversion and editing protocols and tools, graphic design, relational databases, metadata schema, and open web standards. * Superior oral and written communication skills across service, scholarly, and technology domains. * Demonstrated knowledge and experience developing and managing research collections, with library instruction experience and a commitment to responsive and quality library services. Must be able to provide work collaboratively within a team environment.",,,"These Digital Scholarship Librarian / Bibliographer positions advance digital scholarship by providing research services, technical support, and project management assistance, focusing on applications in the humanities, as well as providing liaison services for either the English or History Department. S/he maintains knowledge and practical expertise in an evolving interdisciplinary landscape of digital scholarship tools and methods. S/he works with researchers and the Digital Scholarship Team to define the scope, methodology, technology, and specifications and/or design of digital projects; collaborates with librarians and other campus agencies to develop outreach strategies and partnerships with faculty and students supporting digital research projects; assesses trends in digital scholarship, identifying priorities for the attention of BC Libraries; and effectively deploys technical, scholarly, and project management skills to bring digital projects to completion. This position is the primary liaison to the English or History Department, offering research support and library instruction; apprising faculty of new resources, evolving services and research tools; as well as introducing relevant technologies. Working with faculty, graduate and undergraduate students, s/he effectively responds to requests, offers instruction, and manages the relevant collections, evaluating and selecting monographs and journals to support research and teaching needs. Reporting to the Head of Digital Scholarship, the Librarian makes significant contributions to library digital initiatives through development of the digital scholarship program and by acting as a model and a resource for other Reference Librarians and Bibliographers. Supports faculty, as well as post-docs, graduate students, and undergraduate students in their research and teaching. Provides direction for some student employee work activities."
71,3/15/2016,,"* ALA-accredited Master's degree in Library or Information Science or an advanced degree in an appropriate subject discipline is required. * Minimum five years of work experience in a research setting, with 2+ years of managerial experience preferred. * Exceptional technology skills, knowledge of current trends, and ability to evaluate and apply new technologies. Knowledge of and demonstrated experience working with web tools and interfaces, xml standards, digital library systems, and metadata standards. * Demonstrated experience in applying and/or developing tools and methods, such as data visualization (eg statistical or geo-spatial), network analysis, text analysis (i.e. topic modeling), text encoding, or database design. * Experience leading or managing digital humanities or digital scholarship projects in an academic setting * Substantial demonstrated experience in planning, managing and delivering strategic research projects, and articulating the opportunities of digital research to scholars and librarians * Demonstrated project management skills and experience - both leading and working within complex project teams , while effectively balancing competing priorities and deadlines * Experience contributing to grant applications, with a successful track record in the management of funding and awards * Excellent interpersonal, collaborative, written and oral communication skills * Experience negotiating with vendors of technology services and equipment * Experience with programming languages, such as Ruby or Python and ability to deploy code in web contexts, such as HTML5, CSS, JavaScript, or similar, is highly desired.",,,"The Head of Digital Scholarship will lead the team and colleagues across the libraries to envision, plan and deliver innovative and sustainable digital research services in concert with student, faculty, and library needs. Through exploration of new technologies, and engagement with digital scholarship and digital library practices, standards and systems, this individual will provide strong leadership, coordination, and project management for the team. The Head will possess a strong technical background to direct the selection and implementation of appropriate technologies and develop the skill set of the team. He or she will: oversee all requests for new digital scholarship initiatives; contribute to discussions of digital collection building with creative ideas for meaningful new uses of digital content and an understanding of data curation; and develop services in support of introducing digital research methods and approaches, supporting engagement with new audiences. The Head will engage in outreach and maintain relationships with faculty, staff and campus partners to enable digital research and development of the digital scholarship program at Boston College and beyond. Reporting to the Associate University Librarian for Digital Initiatives & Services, the Head of Digital Scholarship manages a team of four, and coordinates the relationship with two Systems staff. The Head oversees the Libraries' Digital Scholarship program, which can include outreach to faculty and service via the Digital Studio, and manages key relationships with university departments and partners such as the Center for Teaching Excellence, Institute for Liberal Arts, and ITS Research Services. In concert with the Head of Assessment & Outreach, the Head will collect and analyze use statistics, prepare reports, and make recommendations for digital research and scholarship for the Boston College Libraries."
72,3/25/2016,"Vassar College Libraries seeks collaborative and entrepreneurial candidates for the position of Head of Digital Scholarship and Technology Services. The incumbent will work closely with colleagues to advance the Libraries' efforts to work with faculty and students pursuing digitally-enhanced modes of learning and research. Along with partners in the Libraries as well as Computing and Information Services, the Head of Digital Scholarship and Technology Services will identify and develop digital projects, technological resources, physical and virtual spaces, and training opportunities that address emerging needs across disciplines. The successful candidate will help to sustain and enhance the Libraries' longstanding strengths in digital collections, metadata expertise, and long-term stewardship, merging them with faculty work in the digital humanities and digitally-enhanced learning, and offering services to address changing practices in scholarly communications. The Head of Digital Scholarship and Technology Services will consult with faculty, students, and colleagues using emerging tools and methods (e.g. text mining, data visualization, mapping), and work alongside colleagues to develop training and programming that builds the college's capacity to support work in these areas. The incumbent will actively maintain awareness of issues in digital scholarship, and facilitate workshops and presentations to develop broader awareness and to foster a community of practitioners on campus. The Head of Digital Scholarship and Technology Services also oversees the Libraries' digital technologies department, which includes three professionals with library-wide responsibilities for digital collections, digital repository services, and library systems. In this role, the incumbent will work with colleagues to ensure that the libraries' uses of technologies are aligned with and responsive to pedagogical and scholarly work at the college, and that the libraries' technical and user services are well-supported to serve the academic mission.","* Advanced degree in a relevant discipline, or, MLS/MLIS * Significant and progressively responsible experience engaging with and managing digital scholarly activities at an academic institution. * Demonstrated proficiency with one or more methodologies common to digital humanities research (e.g. text mining, data visualization, mapping) * Demonstrated ability to manage complex projects with a diverse team of stakeholders. * Working knowledge of one or more programming or scripting languages commonly used in DH projects (e.g. Python, Javascript, Processing) * Familiarity with common digital humanities software (e.g. Omeka, Neatline, D3.js) * Familiarity with common library metadata formats * Commitment to collaboration and the ability to work cooperatively across organizational and disciplinary boundaries. * Competence and sensitivity in working at a college in which students are broadly diverse with regard to many facets of identity, including but not limited to gender, ethnicity, nationality, sexual orientation, and religion.",,,
73,4/11/2016,"The University of Colorado Boulder Libraries invites applications from collaborative and innovative candidates for the position of Digital Scholarship Librarian, a tenure-stream faculty position in the University Libraries. Faculty and graduate students in departments and programs across the CU-Boulder campus have demonstrated strong interest in interdisciplinary digital scholarship as evidenced by widespread participation in our ongoing “Exploring Digital Humanities” speaker and workshop series, hires of faculty with a digital focus, and plans to create a graduate digital humanities certificate.",- Master's Degree in Library and Information Science from an ALA-accredited institution OR relevant combination of a terminal degree and experience. - Demonstrated ability to collaborate with a broad range of stakeholders to further digital scholarship. -," Demonstrated Experience investigating humanistic questions with digital tools. - Evidence of initiative and a Commitment to developing new skills. - Demonstrated enthusiasm and creativity in developing and advocating for new initiatives. - Successful grant-writing experience. - Experience working in an academic or research library. - Teaching Experience at the University level. - Experience mentoring others. - record of research, scholarly work, and professional service at the national level.",,"The Digital Scholarship Librarian will foster partnerships that encourage the exploration and adoption of evolving modes of digital research and pedagogy on campus, particularly in the humanities. The successful candidate will work with colleagues in the CU-Boulder Libraries and campus units to build a community around digital scholarship on campus and in the region, help lead in the creation of a campus digital scholarship initiative, and identify and foster adoption of digital tools and methods that advance scholarship and teaching. The Digital Scholarship Librarian will consult and collaborate with faculty and student researchers on digital projects and with special collections librarians, archivists, subject librarians, IT specialists, and others involved in such projects in the Libraries. Significant parts of the responsibilities of this position are research/creative work and service in keeping with the tenure standards of the University of Colorado Boulder."
74,4/11/2016,"The Z. Smith Reynolds Library in partnership with the WFU Humanities Institute seeks a creative, forward-thinking scholar for the new position of Digital Humanities Research Designer.","Required Qualifications:

Advanced degree in a humanities field.
Demonstrated proficiency/fluency with tools currently used in digital scholarship, such as GIS, data visualization, social network analysis, etc.
Experience using digital humanities tools and approaches in their own research.
Experience teaching or leading workshops on digital humanities tools and/or methods to faculty and students.
Experience working collaboratively with other scholars and/or with IT professionals on projects related to digital scholarship.
Demonstrated ability to manage multiple projects, effectively identifying and leveraging resources, as well as meeting deadlines and budgets.
Excellent communication skills.
Strong service orientation.","Desired Qualifications:

PhD in a humanities field.
Experience with development and management of projects, grants, and/or budgets.
Record of professional presentations and/or publication.",,"The Digital Humanities Research Designer will be familiar with a range of technologies and have direct experience bringing digital approaches to bear on research and teaching. The scholar in this position will work as an intellectual partner with faculty, students, and staff at Wake Forest University.

The successful candidate will collaborate with humanities faculty and library colleagues to expand modes of humanistic research through emerging and existing technologies and design thinking. In providing research project support and conducting workshops on the use of various tools, for example, the Digital Humanities Research Designer will be able to translate and share ideas and concepts effectively across diverse interdisciplinary audiences. The Digital Humanities Research Designer will maintain currency in the field and may pursue their own research to do so.

The person in this position will engage in national and/or international initiatives or other professional activities promoting the development of a shared humanities research infrastructure. The Digital Humanities Research Designer will play a critical role in building services and programs to support the digital humanities at Wake Forest. Responsibilities:

Partners with researchers to facilitate project envisioning and definition, and advise about project scope, requirements, specifications, and/or design.
Evaluates existing tools and technologies, and investigates emerging technologies to identify potential uses in humanities research. Prototypes demonstration projects and/or implements tools for use by others.
Collaborates with colleagues in the Library and the Humanities Institute to coordinate services and programming in spaces that support digital scholarship.
Collaborates with colleagues in the Library, the Humanities Institute, and Information Technology Services to help ensure harmony among various technology infrastructures and needs.
Promotes and provides individual digital scholarship research consultations.
Provides limited technical support for digital humanities research projects, including implementation of tools, technology, etc. to help researchers achieve their goals.
Conducts training, group instruction, or workshops on topics related to digital humanities.
Collaborates within the Library and the Humanities Institute on building community and promoting digital scholarship tools and methods within the University to establish the Library as a central site of humanistic inquiry."
